version;0.3;;;
Freeswitch;< 1.10.7;CVE-2021-41105;FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from...;https://nvd.nist.gov/vuln/detail/CVE-2021-41105
Freeswitch;< 1.10.7;CVE-2021-41145;FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from...;https://nvd.nist.gov/vuln/detail/CVE-2021-41145
Freeswitch;< 1.10.7;CVE-2021-41158;FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from...;https://nvd.nist.gov/vuln/detail/CVE-2021-41158
Freeswitch;< 1.11.0;CVE-2026-45771;FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from...;https://nvd.nist.gov/vuln/detail/CVE-2026-45771
Freeswitch;< 1.11.0;CVE-2026-49472;FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from...;https://nvd.nist.gov/vuln/detail/CVE-2026-49472
Freeswitch;< 1.11.0;CVE-2026-49475;FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from...;https://nvd.nist.gov/vuln/detail/CVE-2026-49475
Freeswitch;< 1.11.1;CVE-2026-49840;FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from...;https://nvd.nist.gov/vuln/detail/CVE-2026-49840
Freeswitch;< 1.11.1;CVE-2026-49841;FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from...;https://nvd.nist.gov/vuln/detail/CVE-2026-49841
Freeswitch;< 1.11.1;CVE-2026-49842;FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from...;https://nvd.nist.gov/vuln/detail/CVE-2026-49842
Freeswitch;< 1.11.1;CVE-2026-49843;FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from...;https://nvd.nist.gov/vuln/detail/CVE-2026-49843
Freeswitch;< 1.11.1;CVE-2026-49847;FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from...;https://nvd.nist.gov/vuln/detail/CVE-2026-49847
Freeswitch;< 1.11.1;CVE-2026-49848;FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from...;https://nvd.nist.gov/vuln/detail/CVE-2026-49848
Freeswitch;<= 1.4.21;CVE-2015-7392;Heap-based buffer overflow in the parse_string function in libs/esl/src/esl_json.c in F...;https://nvd.nist.gov/vuln/detail/CVE-2015-7392
Freeswitch;<= 1.8.2;CVE-2018-19911;FreeSWITCH through 1.8.2, when mod_xml_rpc is enabled, allows remote attackers to execu...;https://nvd.nist.gov/vuln/detail/CVE-2018-19911
Freeswitch;>= 1.6.10 and <= 1.10.1;CVE-2019-19492;FreeSWITCH 1.6.10 through 1.10.1 has a default password in event_socket.conf.xml.;https://nvd.nist.gov/vuln/detail/CVE-2019-19492
FusionPBX;4.4.1;CVE-2019-19366;A cross-site scripting (XSS) vulnerability in app/xml_cdr/xml_cdr_search.php in FusionP...;https://nvd.nist.gov/vuln/detail/CVE-2019-19366
FusionPBX;4.4.1;CVE-2019-19367;A cross-site scripting (XSS) vulnerability in app/fax/fax_files.php in FusionPBX 4.4.1...;https://nvd.nist.gov/vuln/detail/CVE-2019-19367
FusionPBX;4.4.1;CVE-2019-19384;A cross-site scripting (XSS) vulnerability in app/fax/fax_log_view.php in FusionPBX 4.4...;https://nvd.nist.gov/vuln/detail/CVE-2019-19384
FusionPBX;4.4.1;CVE-2019-19385;A cross-site scripting (XSS) vulnerability in app/dialplans/dialplans.php in FusionPBX...;https://nvd.nist.gov/vuln/detail/CVE-2019-19385
FusionPBX;4.4.1;CVE-2019-19386;A cross-site scripting (XSS) vulnerability in app/voicemail_greetings/voicemail_greetin...;https://nvd.nist.gov/vuln/detail/CVE-2019-19386
FusionPBX;4.4.1;CVE-2019-19387;A cross-site scripting (XSS) vulnerability in app/fifo_list/fifo_interactive.php in Fus...;https://nvd.nist.gov/vuln/detail/CVE-2019-19387
FusionPBX;4.4.1;CVE-2019-19388;A cross-site scripting (XSS) vulnerability in app/dialplans/dialplan_detail_edit.php in...;https://nvd.nist.gov/vuln/detail/CVE-2019-19388
FusionPBX;4.4.3;CVE-2019-11407;app/operator_panel/index_inc.php in the Operator Panel module in FusionPBX 4.4.3 suffer...;https://nvd.nist.gov/vuln/detail/CVE-2019-11407
FusionPBX;4.4.3;CVE-2019-11408;XSS in app/operator_panel/index_inc.php in the Operator Panel module in FusionPBX 4.4.3...;https://nvd.nist.gov/vuln/detail/CVE-2019-11408
FusionPBX;4.4.3;CVE-2019-11409;app/operator_panel/exec.php in the Operator Panel module in FusionPBX 4.4.3 suffers fro...;https://nvd.nist.gov/vuln/detail/CVE-2019-11409
FusionPBX;4.4.3;CVE-2019-11410;app/backup/index.php in the Backup Module in FusionPBX 4.4.3 suffers from a command inj...;https://nvd.nist.gov/vuln/detail/CVE-2019-11410
FusionPBX;4.4.8;CVE-2019-15029;FusionPBX 4.4.8 allows an attacker to execute arbitrary system commands by submitting a...;https://nvd.nist.gov/vuln/detail/CVE-2019-15029
FusionPBX;4.5.7;CVE-2020-21053;Cross Site Scriptiong (XSS) vulnerability exists in FusionPBX 4.5.7 allows remote malic...;https://nvd.nist.gov/vuln/detail/CVE-2020-21053
FusionPBX;4.5.7;CVE-2020-21054;Cross Site Scripting (XSS) vulnerability in FusionPBX 4.5.7 allows remote malicious use...;https://nvd.nist.gov/vuln/detail/CVE-2020-21054
FusionPBX;4.5.7;CVE-2020-21055;A Directory Traversal vulnerability exists in FusionPBX 4.5.7 allows malicoius users to...;https://nvd.nist.gov/vuln/detail/CVE-2020-21055
FusionPBX;4.5.7;CVE-2020-21056;Directory Traversal vulnerability exists in FusionPBX 4.5.7, which allows a remote mali...;https://nvd.nist.gov/vuln/detail/CVE-2020-21056
FusionPBX;4.5.7;CVE-2020-21057;Directory Traversal vulnerability in FusionPBX 4.5.7, which allows a remote malicious u...;https://nvd.nist.gov/vuln/detail/CVE-2020-21057
FusionPBX;5.0.1;CVE-2022-35153;FusionPBX 5.0.1 was discovered to contain a command injection vulnerability via /fax/fa...;https://nvd.nist.gov/vuln/detail/CVE-2022-35153
FusionPBX;< 4.5.30;CVE-2021-43403;An issue was discovered in FusionPBX before 4.5.30;https://nvd.nist.gov/vuln/detail/CVE-2021-43403
FusionPBX;< 4.5.30;CVE-2021-43404;An issue was discovered in FusionPBX before 4.5.30;https://nvd.nist.gov/vuln/detail/CVE-2021-43404
FusionPBX;< 4.5.30;CVE-2021-43405;An issue was discovered in FusionPBX before 4.5.30;https://nvd.nist.gov/vuln/detail/CVE-2021-43405
FusionPBX;< 4.5.30;CVE-2021-43406;An issue was discovered in FusionPBX before 4.5.30;https://nvd.nist.gov/vuln/detail/CVE-2021-43406
FusionPBX;< 5.0.1;CVE-2021-37524;Cross Site Scripting (XSS) vulnerability in FusionPBX 4.5.26 allows remote unauthentica...;https://nvd.nist.gov/vuln/detail/CVE-2021-37524
FusionPBX;< 5.1.0;CVE-2024-23387;FusionPBX prior to 5.1.0 contains a cross-site scripting vulnerability;https://nvd.nist.gov/vuln/detail/CVE-2024-23387
FusionPBX;< 5.2.0;CVE-2024-24539;FusionPBX before 5.2.0 does not validate a session.;https://nvd.nist.gov/vuln/detail/CVE-2024-24539
FusionPBX;<= 4.4.0;CVE-2022-28055;Fusionpbx v4.4 and below contains a command injection vulnerability via the download em...;https://nvd.nist.gov/vuln/detail/CVE-2022-28055
FusionPBX;<= 4.5.7;CVE-2019-16964;app/call_centers/cmd.php in the Call Center Queue Module in FusionPBX up to 4.5.7 suffe...;https://nvd.nist.gov/vuln/detail/CVE-2019-16964
FusionPBX;<= 4.5.7;CVE-2019-16965;resources/cmd.php in FusionPBX up to 4.5.7 suffers from a command injection vulnerabili...;https://nvd.nist.gov/vuln/detail/CVE-2019-16965
FusionPBX;<= 4.5.7;CVE-2019-16968;An issue was discovered in FusionPBX up to 4.5.7;https://nvd.nist.gov/vuln/detail/CVE-2019-16968
FusionPBX;<= 4.5.7;CVE-2019-16969;In FusionPBX up to 4.5.7, the file app\fifo_list\fifo_interactive.php uses an unsanitiz...;https://nvd.nist.gov/vuln/detail/CVE-2019-16969
FusionPBX;<= 4.5.7;CVE-2019-16970;In FusionPBX up to 4.5.7, the file app\sip_status\sip_status.php uses an unsanitized "s...;https://nvd.nist.gov/vuln/detail/CVE-2019-16970
FusionPBX;<= 4.5.7;CVE-2019-16971;In FusionPBX up to 4.5.7, the file app\messages\messages_thread.php uses an unsanitized...;https://nvd.nist.gov/vuln/detail/CVE-2019-16971
FusionPBX;<= 4.5.7;CVE-2019-16972;In FusionPBX up to 4.5.7, the file app\contacts\contact_addresses.php uses an unsanitiz...;https://nvd.nist.gov/vuln/detail/CVE-2019-16972
FusionPBX;<= 4.5.7;CVE-2019-16973;In FusionPBX up to 4.5.7, the file app\contacts\contact_edit.php uses an unsanitized "q...;https://nvd.nist.gov/vuln/detail/CVE-2019-16973
FusionPBX;<= 4.5.7;CVE-2019-16974;In FusionPBX up to 4.5.7, the file app\contacts\contact_times.php uses an unsanitized "...;https://nvd.nist.gov/vuln/detail/CVE-2019-16974
FusionPBX;<= 4.5.7;CVE-2019-16975;In FusionPBX up to 4.5.7, the file app\contacts\contact_notes.php uses an unsanitized "...;https://nvd.nist.gov/vuln/detail/CVE-2019-16975
FusionPBX;<= 4.5.7;CVE-2019-16976;In FusionPBX up to 4.5.7, the file app\destinations\destination_imports.php uses an uns...;https://nvd.nist.gov/vuln/detail/CVE-2019-16976
FusionPBX;<= 4.5.7;CVE-2019-16977;In FusionPBX up to 4.5.7, the file app\extensions\extension_imports.php uses an unsanit...;https://nvd.nist.gov/vuln/detail/CVE-2019-16977
FusionPBX;<= 4.5.7;CVE-2019-16978;In FusionPBX up to v4.5.7, the file app\devices\device_settings.php uses an unsanitized...;https://nvd.nist.gov/vuln/detail/CVE-2019-16978
FusionPBX;<= 4.5.7;CVE-2019-16979;In FusionPBX up to v4.5.7, the file app\contacts\contact_urls.php uses an unsanitized "...;https://nvd.nist.gov/vuln/detail/CVE-2019-16979
FusionPBX;<= 4.5.7;CVE-2019-16980;In FusionPBX up to v4.5.7, the file app\call_broadcast\call_broadcast_edit.php uses an...;https://nvd.nist.gov/vuln/detail/CVE-2019-16980
FusionPBX;<= 4.5.7;CVE-2019-16981;In FusionPBX up to v4.5.7, the file app\conference_profiles\conference_profile_params.p...;https://nvd.nist.gov/vuln/detail/CVE-2019-16981
FusionPBX;<= 4.5.7;CVE-2019-16982;In FusionPBX up to v4.5.7, the file app\access_controls\access_control_nodes.php uses a...;https://nvd.nist.gov/vuln/detail/CVE-2019-16982
FusionPBX;<= 4.5.7;CVE-2019-16983;In FusionPBX up to v4.5.7, the file resources\paging.php has a paging function (called...;https://nvd.nist.gov/vuln/detail/CVE-2019-16983
FusionPBX;<= 4.5.7;CVE-2019-16984;In FusionPBX up to v4.5.7, the file app\recordings\recording_play.php uses an unsanitiz...;https://nvd.nist.gov/vuln/detail/CVE-2019-16984
FusionPBX;<= 4.5.7;CVE-2019-16985;In FusionPBX up to v4.5.7, the file app\xml_cdr\xml_cdr_delete.php uses an unsanitized...;https://nvd.nist.gov/vuln/detail/CVE-2019-16985
FusionPBX;<= 4.5.7;CVE-2019-16986;In FusionPBX up to v4.5.7, the file resources\download.php uses an unsanitized "f" vari...;https://nvd.nist.gov/vuln/detail/CVE-2019-16986
FusionPBX;<= 4.5.7;CVE-2019-16987;In FusionPBX up to v4.5.7, the file app\contacts\contact_import.php uses an unsanitized...;https://nvd.nist.gov/vuln/detail/CVE-2019-16987
FusionPBX;<= 4.5.7;CVE-2019-16988;In FusionPBX up to v4.5.7, the file app\basic_operator_panel\resources\content.php uses...;https://nvd.nist.gov/vuln/detail/CVE-2019-16988
FusionPBX;<= 4.5.7;CVE-2019-16989;In FusionPBX up to v4.5.7, the file app\conferences_active\conference_interactive.php u...;https://nvd.nist.gov/vuln/detail/CVE-2019-16989
FusionPBX;<= 4.5.7;CVE-2019-16990;In FusionPBX up to v4.5.7, the file app/music_on_hold/music_on_hold.php uses an unsanit...;https://nvd.nist.gov/vuln/detail/CVE-2019-16990
FusionPBX;<= 4.5.7;CVE-2019-16991;In FusionPBX up to v4.5.7, the file app\edit\filedelete.php uses an unsanitized "file"...;https://nvd.nist.gov/vuln/detail/CVE-2019-16991
Genesys Administrator Extension;< 9.0.105.15;CVE-2023-23208;Genesys Administrator Extension (GAX) before 9.0.105.15 is vulnerable to Cross Site Scr...;https://nvd.nist.gov/vuln/detail/CVE-2023-23208
Genesys Eservices Chat;>= 8.1.0 and <= 8.1.200.03;CVE-2019-17176;Genesys PureEngage Digital (eServices) 8.1.x allows XSS via HtmlChatPanel.jsp or HtmlCh...;https://nvd.nist.gov/vuln/detail/CVE-2019-17176
Genesys Intelligent Workload Distribution Manager;< 9.0.013.11;CVE-2021-40860;A SQL Injection in the custom filter query component in Genesys intelligent Workload Di...;https://nvd.nist.gov/vuln/detail/CVE-2021-40860
Genesys Intelligent Workload Distribution Manager;>= 9.0.013.11 and < 9.0.017.07;CVE-2021-40861;A SQL Injection in the custom filter query component in Genesys intelligent Workload Di...;https://nvd.nist.gov/vuln/detail/CVE-2021-40861
Genesys Pureconnect;<= 2022-09-26;CVE-2022-37775;Genesys PureConnect Interaction Web Tools Chat Service (up to at least 26- September- 2...;https://nvd.nist.gov/vuln/detail/CVE-2022-37775
Genesys Tftp Server;;CVE-2023-29930;An issue was found in Genesys CIC Polycom phone provisioning TFTP Server all version al...;https://nvd.nist.gov/vuln/detail/CVE-2023-29930
Genesys Workforce Management;8.5.214.20;CVE-2021-26787;A cross site scripting (XSS) vulnerability in Genesys Workforce Management 8.5.214.20 c...;https://nvd.nist.gov/vuln/detail/CVE-2021-26787
Grandstream BT-100;;CVE-2005-2182;Grandstream BudgeTone (BT) 100 Voice over IP (VoIP) phones do not properly check the Ca...;https://nvd.nist.gov/vuln/detail/CVE-2005-2182
Grandstream Bt-100;;CVE-2005-2182;Spoof messages;https://www.cvedetails.com/cve/CVE-2005-2182
Grandstream Budgetone 101;<= 1.0.6.7;CVE-2005-2581;Grandstream BudgeTone 101 and 102 running firmware 1.0.6.7 and possibly earlier version...;https://nvd.nist.gov/vuln/detail/CVE-2005-2581
Grandstream Budgetone 102;<= 1.0.6.7;CVE-2005-2581;Grandstream BudgeTone 101 and 102 running firmware 1.0.6.7 and possibly earlier version...;https://nvd.nist.gov/vuln/detail/CVE-2005-2581
Grandstream Budgetone 200;>= 1.1.1.5 and <= 1.1.1.14;CVE-2007-1590;The Grandstream BudgeTone 200 IP phone, with program 1.1.1.14 and bootloader 1.1.1.5, a...;https://nvd.nist.gov/vuln/detail/CVE-2007-1590
Grandstream GAC2500;<= 1.0.3.35;CVE-2019-10655;Grandstream GAC2500 1.0.3.35, GXP2200 1.0.3.27, GVC3202 1.0.3.51, GXV3275 before 1.0.3....;https://nvd.nist.gov/vuln/detail/CVE-2019-10655
Grandstream GDS3710;1.0.11.13;CVE-2022-2025;an attacker with knowledge of user/pass of Grandstream GSD3710 in its 1.0.11.13 version...;https://nvd.nist.gov/vuln/detail/CVE-2022-2025
Grandstream GDS3710;1.0.11.13;CVE-2022-2070;In Grandstream GSD3710 in its 1.0.11.13 version, it's possible to overflow the stack si...;https://nvd.nist.gov/vuln/detail/CVE-2022-2070
Grandstream GRP2612;1.0.3.6;CVE-2020-25217;Grandstream GRP261x VoIP phone running firmware version 1.0.3.6 (Base) allows Command I...;https://nvd.nist.gov/vuln/detail/CVE-2020-25217
Grandstream GRP2612;1.0.3.6;CVE-2020-25218;Grandstream GRP261x VoIP phone running firmware version 1.0.3.6 (Base) allow Authentica...;https://nvd.nist.gov/vuln/detail/CVE-2020-25218
Grandstream GRP2612P;1.0.3.6;CVE-2020-25217;Grandstream GRP261x VoIP phone running firmware version 1.0.3.6 (Base) allows Command I...;https://nvd.nist.gov/vuln/detail/CVE-2020-25217
Grandstream GRP2612P;1.0.3.6;CVE-2020-25218;Grandstream GRP261x VoIP phone running firmware version 1.0.3.6 (Base) allow Authentica...;https://nvd.nist.gov/vuln/detail/CVE-2020-25218
Grandstream GRP2612W;1.0.3.6;CVE-2020-25217;Grandstream GRP261x VoIP phone running firmware version 1.0.3.6 (Base) allows Command I...;https://nvd.nist.gov/vuln/detail/CVE-2020-25217
Grandstream GRP2612W;1.0.3.6;CVE-2020-25218;Grandstream GRP261x VoIP phone running firmware version 1.0.3.6 (Base) allow Authentica...;https://nvd.nist.gov/vuln/detail/CVE-2020-25218
Grandstream GRP2613;1.0.3.6;CVE-2020-25217;Grandstream GRP261x VoIP phone running firmware version 1.0.3.6 (Base) allows Command I...;https://nvd.nist.gov/vuln/detail/CVE-2020-25217
Grandstream GRP2613;1.0.3.6;CVE-2020-25218;Grandstream GRP261x VoIP phone running firmware version 1.0.3.6 (Base) allow Authentica...;https://nvd.nist.gov/vuln/detail/CVE-2020-25218
Grandstream GRP2614;1.0.3.6;CVE-2020-25217;Grandstream GRP261x VoIP phone running firmware version 1.0.3.6 (Base) allows Command I...;https://nvd.nist.gov/vuln/detail/CVE-2020-25217
Grandstream GRP2614;1.0.3.6;CVE-2020-25218;Grandstream GRP261x VoIP phone running firmware version 1.0.3.6 (Base) allow Authentica...;https://nvd.nist.gov/vuln/detail/CVE-2020-25218
Grandstream GRP2615;1.0.3.6;CVE-2020-25217;Grandstream GRP261x VoIP phone running firmware version 1.0.3.6 (Base) allows Command I...;https://nvd.nist.gov/vuln/detail/CVE-2020-25217
Grandstream GRP2615;1.0.3.6;CVE-2020-25218;Grandstream GRP261x VoIP phone running firmware version 1.0.3.6 (Base) allow Authentica...;https://nvd.nist.gov/vuln/detail/CVE-2020-25218
Grandstream GRP2616;1.0.3.6;CVE-2020-25217;Grandstream GRP261x VoIP phone running firmware version 1.0.3.6 (Base) allows Command I...;https://nvd.nist.gov/vuln/detail/CVE-2020-25217
Grandstream GRP2616;1.0.3.6;CVE-2020-25218;Grandstream GRP261x VoIP phone running firmware version 1.0.3.6 (Base) allow Authentica...;https://nvd.nist.gov/vuln/detail/CVE-2020-25218
Grandstream GVC3202;< 1.0.3.51;CVE-2019-10655;Grandstream GAC2500 1.0.3.35, GXP2200 1.0.3.27, GVC3202 1.0.3.51, GXV3275 before 1.0.3....;https://nvd.nist.gov/vuln/detail/CVE-2019-10655
Grandstream GWN7000;< 1.0.6.32;CVE-2019-10656;Grandstream GWN7000 before 1.0.6.32 devices allow remote authenticated users to execute...;https://nvd.nist.gov/vuln/detail/CVE-2019-10656
Grandstream GWN7000;< 1.0.6.32;CVE-2019-10657;Grandstream GWN7000 before 1.0.6.32 and GWN7610 before 1.0.8.18 devices allow remote au...;https://nvd.nist.gov/vuln/detail/CVE-2019-10657
Grandstream GWN7000;<= 1.0.9.4;CVE-2020-5756;Grandstream GWN7000 firmware version 1.0.9.4 and below allows authenticated remote user...;https://nvd.nist.gov/vuln/detail/CVE-2020-5756
Grandstream GWN7610;< 1.0.8.18;CVE-2019-10657;Grandstream GWN7000 before 1.0.6.32 and GWN7610 before 1.0.8.18 devices allow remote au...;https://nvd.nist.gov/vuln/detail/CVE-2019-10657
Grandstream GWN7610;< 1.0.8.18;CVE-2019-10658;Grandstream GWN7610 before 1.0.8.18 devices allow remote authenticated users to execute...;https://nvd.nist.gov/vuln/detail/CVE-2019-10658
Grandstream GXP-2000;1.1.0.5;CVE-2006-5231;Grandstream GXP-2000 VoIP Desktop Phone, firmware version 1.1.0.5, allows remote attack...;https://nvd.nist.gov/vuln/detail/CVE-2006-5231
Grandstream GXP1600;<= 1.0.4.152;CVE-2020-5738;Remote code execution (RCE);https://www.cvedetails.com/cve/CVE-2020-5738
Grandstream GXP1600;<= 1.0.4.152;CVE-2020-5739;Remote code execution (RCE);https://www.cvedetails.com/cve/CVE-2020-5739
Grandstream GXP1610;1.0.4.128;CVE-2018-17563;A Malformed Input String to /cgi-bin/api-get_line_status on Grandstream GXP16xx VoIP 1....;https://nvd.nist.gov/vuln/detail/CVE-2018-17563
Grandstream GXP1610;1.0.4.128;CVE-2018-17564;A Malformed Input String to /cgi-bin/delete_CA on Grandstream GXP16xx VoIP 1.0.4.128 ph...;https://nvd.nist.gov/vuln/detail/CVE-2018-17564
Grandstream GXP1610;1.0.4.128;CVE-2018-17565;Shell Metacharacter Injection in the SSH configuration interface on Grandstream GXP16xx...;https://nvd.nist.gov/vuln/detail/CVE-2018-17565
Grandstream GXP1610;< 1.0.7.81;CVE-2026-2329;An unauthenticated stack-based buffer overflow vulnerability exists in the HTTP API end...;https://nvd.nist.gov/vuln/detail/CVE-2026-2329
Grandstream GXP1610;<= 1.0.4.152;CVE-2020-5738;Grandstream GXP1600 series firmware 1.0.4.152 and below is vulnerable to authenticated...;https://nvd.nist.gov/vuln/detail/CVE-2020-5738
